date_key	buyer_code_sahamdari	buyer_code_melli	buyer_mahal_sodoor	type_of_buyer	buyer_broker_name	buyer_broker_code	seller_code_sahamdari	seller_code_melli	seller_mahal_sodoor	type_of_seller	seller_broker_name	seller_broker_code	number_of_units	price
14020320	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌دانایان‌پارس	Ad	55	18030
14020320	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌دانایان‌پارس	Ad	500	18030
14020320	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌دانایان‌پارس	Ad	577	18030
14020320	xxxx	yyyy	مرند	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌دانایان‌پارس	Ad	600	18150
14020320	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌دانایان‌پارس	Ad	319	18150
14020321	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌دانایان‌پارس	Ad	100	18030
14020321	xxxx	yyyy	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌دانایان‌پارس	Ad	4400	18030
14020321	xxxx	yyyy	زاهدان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌دانایان‌پارس	Ad	500	18030
14020320	xxxx	yyyy	شیراز	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌دانایان‌پارس	Ad	1096	18150
14020320	xxxx	yyyy	شیراز	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌دانایان‌پارس	Ad	330	18150
14020322	xxxx	yyyy	بندرانزلی	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	گرگان	حقیقی ایرانی	مشتری‌الکترونیکی‌اقتصادبیدار	tf	190	17950
14020322	xxxx	yyyy	قزوین	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	گرگان	حقیقی ایرانی	مشتری‌الکترونیکی‌اقتصادبیدار	tf	1000	17420
14020316	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	شیراز	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	267	18800
14020317	xxxx	yyyy	کاشان	حقیقی ایرانی	مشتری‌الکترونیکی‌کارآمد	5V	ssss	zzzz	فریمان	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	2	18930
14020322	xxxx	yyyy	باختران	حقیقی ایرانی	مشتری‌الکترونیکی‌بانک‌سامان	4Y	ssss	zzzz	تبریز	حقیقی ایرانی	مشتری‌الکترونیکی‌سهم‌آشنا	3I	143	18000
14020322	xxxx	yyyy	تبریز	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تبریز	حقیقی ایرانی	مشتری‌الکترونیکی‌سهم‌آشنا	3I	100	17980
14020322	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تبریز	حقیقی ایرانی	مشتری‌الکترونیکی‌سهم‌آشنا	3I	875	17980
14020322	xxxx	yyyy	نکا	حقیقی ایرانی	مشتری‌الکترونیکی‌فارابی‌2-سوشیانت	tm	ssss	zzzz	تبریز	حقیقی ایرانی	مشتری‌الکترونیکی‌سهم‌آشنا	3I	150	18000
14020322	xxxx	yyyy	کرمانشاه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تبریز	حقیقی ایرانی	مشتری‌الکترونیکی‌سهم‌آشنا	3I	158	18000
14020321	xxxx	yyyy	کرمانشاه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	کاشان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	138	18080
14020321	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	2	18010
14020316	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	3756	18760
14020316	xxxx	yyyy	پلدختر	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	244	18770
14020321	xxxx	yyyy	شیراز	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	مرودشت	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	2	17980
14020316	xxxx	yyyy	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌بانک‌کشاورزی	3K	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	400	18980
14020321	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	آباده	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	2	18260
14020322	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	1000	17520
14020320	xxxx	yyyy	گرگان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	لشت‌نشا	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	278	18150
14020322	xxxx	yyyy	قوچان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	قم	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	287	17370
14020322	xxxx	yyyy	تبریز	حقیقی ایرانی	مشتری‌الکترونیکی‌حافظ1	3S	ssss	zzzz	قم	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	4693	17370
14020322	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	قم	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	2520	17370
14020317	xxxx	yyyy	کاشان	حقیقی ایرانی	مشتری‌الکترونیکی‌کارآمد	5V	ssss	zzzz	اردبیل	حقیقی ایرانی	مشتری‌الکترونیکی‌فارابی‌2-سوشیانت	tm	410	18850
14020317	xxxx	yyyy	قزوین	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	اردبیل	حقیقی ایرانی	مشتری‌الکترونیکی‌فارابی‌2-سوشیانت	tm	164	18830
14020317	xxxx	yyyy	قزوین	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	اردبیل	حقیقی ایرانی	مشتری‌الکترونیکی‌فارابی‌2-سوشیانت	tm	76	18830
14020317	xxxx	yyyy	قزوین	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	اردبیل	حقیقی ایرانی	مشتری‌الکترونیکی‌فارابی‌2-سوشیانت	tm	55	18830
14020320	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	شوش	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	800	18150
14020321	xxxx	yyyy	چناران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	کاشان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	52	18160
14020321	xxxx	yyyy	اسدآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	کاشان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	250	18180
14020322	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌گنجینه‌سپهرپارت‌2-رایان	Dw	91	17320
14020322	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌گنجینه‌سپهرپارت‌2-رایان	Dw	1101	17320
14020322	xxxx	yyyy	قزوین	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌گنجینه‌سپهرپارت‌2-رایان	Dw	574	17350
14020321	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌ملل‌پویا	u5	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	286	18010
14020316	xxxx	yyyy	بیرجند	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	سنگر	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	1500	18830
14020317	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	14238	18930
14020322	xxxx	yyyy	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	چالوس	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	1999	17440
14020321	xxxx	yyyy	شهرضا	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌بانک‌آینده	6B	20	18180
14020321	xxxx	yyyy	شیراز	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	2	18100
14020322	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تبریز	حقیقی ایرانی	مشتری‌الکترونیکی‌حافظ1	3S	5802	17940
14020322	xxxx	yyyy	ورامین	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تبریز	حقیقی ایرانی	مشتری‌الکترونیکی‌حافظ1	3S	3556	17300
14020322	xxxx	yyyy	مراغه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تبریز	حقیقی ایرانی	مشتری‌الکترونیکی‌حافظ1	3S	1000	17300
14020322	xxxx	yyyy	بندرانزلی	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تبریز	حقیقی ایرانی	مشتری‌الکترونیکی‌حافظ1	3S	1000	18300
14020322	xxxx	yyyy	بندرانزلی	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تبریز	حقیقی ایرانی	مشتری‌الکترونیکی‌حافظ1	3S	198	18130
14020322	xxxx	yyyy	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تبریز	حقیقی ایرانی	مشتری‌الکترونیکی‌حافظ1	3S	137	17300
14020322	xxxx	yyyy	تبریز	حقیقی ایرانی	مشتری‌الکترونیکی‌حافظ1	3S	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آتی‌سازبازار	5Y	6590	17600
14020320	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	20254	18200
14020321	xxxx	yyyy	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	نیشابور	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	876	18260
14020316	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	رازوجرگلان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	293	18790
14020322	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	شاهرود	حقیقی ایرانی	مشتری‌الکترونیکی‌بانک‌سپه	3P	7700	17920
14020322	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	شاهرود	حقیقی ایرانی	مشتری‌الکترونیکی‌بانک‌سپه	3P	2300	17950
14020320	xxxx	yyyy	رامهرمز	حقیقی ایرانی	مشتری‌الکترونیکی‌دانایان‌پارس	Ad	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	280	18020
14020320	xxxx	yyyy	جویبار	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	108	18020
14020320	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	41	18020
14020320	xxxx	yyyy	تبریز	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	71	18020
14020322	xxxx	yyyy	اهواز	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	513	17500
14020317	xxxx	yyyy	قائمشهر	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	لنگرود	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	300	18810
14020320	xxxx	yyyy	سی‌ سخت	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	محمودآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	2	18100
14020322	xxxx	yyyy	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌بانک‌پارسیان‌-رایان	3J	700	17380
14020317	xxxx	yyyy	کرمانشاه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	مرودشت	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	197	18810
14020317	xxxx	yyyy	کهگیلویه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	مرودشت	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	347	18810
14020317	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	مرودشت	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	320	18810
14020320	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	کرمانشاه	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	27599	18200
14020321	xxxx	yyyy	نیشابور	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	اردکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آتیه	1D	500	18200
14020320	xxxx	yyyy	رامهرمز	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	بابل	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	300	18010
14020320	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	بابل	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	717	18010
14020322	xxxx	yyyy	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	314	17300
14020316	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	370	18910
14020317	xxxx	yyyy	قائمشهر	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	لنگرود	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	300	18810
14020322	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	5000	17320
14020321	xxxx	yyyy	درود	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	نیشابور	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	10000	18270
14020321	xxxx	yyyy	فسا	حقیقی ایرانی	مشتری‌الکترونیکی‌آتی‌سازبازار	5Y	ssss	zzzz	نیشابور	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	1000	18110
14020321	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	نیشابور	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	52761	18080
14020321	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌فیروزه‌آسیا	6A	ssss	zzzz	نیشابور	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	28	18140
14020321	xxxx	yyyy	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌بانک‌سامان	4Y	ssss	zzzz	نیشابور	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	15000	18260
14020321	xxxx	yyyy	بابلسر	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	نیشابور	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	1000	18080
14020321	xxxx	yyyy	رامهرمز	حقیقی ایرانی	مشتری‌الکترونیکی‌دانایان‌پارس	Ad	ssss	zzzz	نیشابور	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	10000	18380
14020321	xxxx	yyyy	رامهرمز	حقیقی ایرانی	مشتری‌الکترونیکی‌دانایان‌پارس	Ad	ssss	zzzz	نیشابور	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	821	18270
14020321	xxxx	yyyy	فارسان	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	ssss	zzzz	نیشابور	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	800	18100
14020321	xxxx	yyyy	کرج	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	نیشابور	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	1400	18410
14020321	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	66	18090
14020316	xxxx	yyyy	رشت	حقیقی ایرانی	مشتری‌الکترونیکی‌آتی‌سازبازار	5Y	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	8600	18890
14020320	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	ارومیه	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	3	18260
14020321	xxxx	yyyy	چناران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	دورود	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	4	18080
14020316	xxxx	yyyy	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌بانک‌کشاورزی	3K	ssss	zzzz	پاوه	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	100	18880
14020317	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	پاوه	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	268	18830
14020320	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	قم	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	3342	18100
14020320	xxxx	yyyy	رامهرمز	حقیقی ایرانی	مشتری‌الکترونیکی‌دانایان‌پارس	Ad	ssss	zzzz	قم	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	877	18100
14020320	xxxx	yyyy	قوچان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	قم	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	271	18150
14020320	xxxx	yyyy	رشت	حقیقی ایرانی	مشتری‌الکترونیکی‌بانک‌سامان	4Y	ssss	zzzz	قم	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	5510	18120
14020316	xxxx	yyyy	ملایر	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	کرمانشاه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	14	18930
14020316	xxxx	yyyy	بافت	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	کرمانشاه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	100	18930
14020316	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	کرمانشاه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	1000	18930
14020316	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	کرمانشاه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	1000	18930
14020322	xxxx	yyyy	شیراز	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	کرمانشاه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	2312	17440
14020322	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌بانک‌مسکن‌1	3U	ssss	zzzz	کرمانشاه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	699	17800
14020322	xxxx	yyyy	بندرانزلی	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	کرمانشاه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	300	17450
14020322	xxxx	yyyy	بندرانزلی	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	کرمانشاه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	150	17450
14020322	xxxx	yyyy	شیراز	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	کرمانشاه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	250	17450
14020322	xxxx	yyyy	لنگرود	حقیقی ایرانی	مشتری‌الکترونیکی‌دانایان‌پارس	Ad	ssss	zzzz	کرمانشاه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	289	17450
14020316	xxxx	yyyy	کبودرآهنگ	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	کرمانشاه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	96	18930
14020321	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	2	17950
14020317	xxxx	yyyy	همدان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌توانا	5J	61	18830
14020317	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌توانا	5J	1709	18830
14020321	xxxx	yyyy	رامهرمز	حقیقی ایرانی	مشتری‌الکترونیکی‌دانایان‌پارس	Ad	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	2	18040
14020316	xxxx	yyyy	نقده	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	319	18830
14020316	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	580	18830
14020316	xxxx	yyyy	اهواز	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	500	18830
14020316	xxxx	yyyy	بابل	حقیقی ایرانی	مشتری‌الکترونیکی‌فارابی‌2-سوشیانت	tm	ssss	zzzz	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	209	18830
14020321	xxxx	yyyy	رامهرمز	حقیقی ایرانی	مشتری‌الکترونیکی‌دانایان‌پارس	Ad	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	4	18280
14020320	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	مشگین‌ شهر	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	9848	18260
